,ticker,Expiration,Count,SolveTime,RiskFreeRate,YieldRate
64,AAP,10/21/2022,32,0.38269829750061035,-0.09952656521305717,-0.07459151097977992
65,AAP,12/16/2022,37,0.4150116443634033,-0.04144637773258339,-0.029841341424556987
66,AAPB,01/20/2023,16,0.1635427474975586,0.05862766901741156,0.045361743712483665
67,AAPB,04/21/2023,21,0.19457292556762695,0.4045443044179783,0.23512729577689173
68,AAPB,09/16/2022,16,0.17219877243041992,0.947385259566151,0.7797173388947302
69,AAPB,10/21/2022,16,0.11480998992919922,0.18239682760142945,0.13121964776370418
70,AAPD,01/20/2023,16,0.12527990341186523,0.05312056435068291,0.014419760255514665
71,AAPD,04/21/2023,21,0.20197296142578125,0.11552474270083074,0.05835613919792868
72,AAPD,09/16/2022,16,0.15494990348815918,1.0,0.4080571270497147
73,AAPD,10/21/2022,16,0.17213153839111328,0.5719600435122587,0.31914830979484665
74,AAPL,01/19/2024,48,0.2669055461883545,0.019638202080059463,0.0003547038427364066
75,AAPL,01/20/2023,49,0.5860404968261719,0.008029820989316603,-0.0043521167950064015
76,AAPL,02/17/2023,51,0.8420577049255371,0.002032096348618014,-0.006678420977802545
77,AAPL,03/17/2023,39,0.49206995964050293,0.011408368332498846,-0.0027318753652233814
78,AAPL,04/21/2023,47,0.2231616973876953,0.01975465213841162,0.00024053711920429423
79,AAPL,06/16/2023,39,0.6410369873046875,0.02334061206623374,0.004723517260127628
80,AAPL,06/21/2024,48,0.22937369346618652,0.019634337876831467,-0.00035849227761620793
81,AAPL,07/21/2023,37,0.46279025077819824,0.021833688927335993,0.0022624957006558643
82,AAPL,08/26/2022,65,0.4343383312225342,0.23486608904624473,-0.20170530860421984
83,AAPL,09/02/2022,55,0.4907963275909424,0.17979712343808646,0.10870634774534746
84,AAPL,09/09/2022,55,0.570770263671875,0.10857433274797733,0.046123364767500896
85,AAPL,09/15/2023,38,0.22933149337768555,0.019580969645852625,0.0004108140686345515
86,AAPL,09/16/2022,84,0.6009130477905273,0.027641513363904312,-0.005493933441579463
87,AAPL,09/23/2022,55,0.6605839729309082,0.05510235571835885,0.016600998663390168
88,AAPL,09/30/2022,36,0.42848801612854004,-0.06958713750326204,-0.08480963940042953
89,AAPL,10/21/2022,46,0.3875007629394531,0.020772323400472577,-0.003014635810545394
90,AAPL,11/18/2022,39,0.4644811153411865,0.005839048860286085,-0.008801800133394912
91,AAPL,12/16/2022,53,0.7064120769500732,0.009951187390750927,-0.0023971964507999346
92,AAPU,01/20/2023,21,0.1812436580657959,0.39531266998826625,0.2088360435191261
93,AAPU,04/21/2023,21,0.19159603118896484,0.2803336749069371,0.16333462203706897
94,AAPU,09/16/2022,21,0.06498146057128906,0.024076793789863587,-0.003935405611991883
95,AAPU,10/21/2022,21,0.2172396183013916,-0.2686461019052464,-0.2451702352910932
96,AAT,01/20/2023,9,0.06601262092590332,-0.11592151525310697,-0.011225362370184677
97,AAT,04/21/2023,8,0.0998542308807373,-0.03983727241095341,0.0028334384522869386
98,AAT,09/16/2022,8,0.05028414726257324,-0.14796223562112087,0.16276414839688966
99,AAT,10/21/2022,8,0.04085087776184082,-0.0026608724099212444,0.026615372096168058
100,AAWW,02/17/2023,34,0.3494834899902344,-0.00238123911390342,-0.026457568334357567
101,AAWW,09/16/2022,33,0.29815030097961426,0.06154374838075116,-0.0674035209593713
102,AAWW,10/21/2022,21,0.23347902297973633,-0.39052170543687337,-0.1931690220735372
103,AAWW,11/17/2023,34,0.3743758201599121,0.008652328924426664,-0.013415066418855712
104,AAWW,11/18/2022,37,0.38858747482299805,0.005354507873693123,-0.030572965314232578
105,AAXJ,03/17/2023,31,0.5534946918487549,0.023424558795912077,0.017710727044125425
106,AAXJ,09/16/2022,48,0.2680058479309082,-0.023062131525699314,0.042217776005587564
107,AAXJ,10/21/2022,25,0.2660708427429199,0.6220772821673669,0.5464813600044769
108,AAXJ,12/16/2022,37,0.2930440902709961,0.05151716329020009,0.038470480961905515
109,AB,01/20/2023,11,0.18509602546691895,0.014849017377995263,0.04580513885587846
110,AB,04/21/2023,10,0.19715261459350586,0.012379811662706974,0.04244814449774351
111,AB,09/16/2022,9,0.06116747856140137,0.11684510587293302,0.09739531893395899
112,AB,10/21/2022,12,0.1163949966430664,-0.020411408074512735,-0.007613310207219828
113,AB,11/17/2023,10,0.2892591953277588,0.012627026390415678,0.05042379841789865
114,ABB,01/20/2023,14,0.20878982543945312,-0.03757425615330838,-0.0453762982186467
115,ABB,03/17/2023,24,0.290834903717041,0.007115133988826982,-0.014089195888444034
116,ABB,09/16/2022,27,0.1267087459564209,0.03464291014417027,-0.018710831488980343
117,ABB,10/21/2022,25,0.21878695487976074,0.0259072279895846,-0.00786164754780253
118,ABB,12/16/2022,27,0.29404449462890625,0.023169299141404864,-0.0009049834042647424
119,ABBV,01/19/2024,36,0.9209907054901123,0.025639327567987865,0.029189454902208072
120,ABBV,01/20/2023,44,0.6662073135375977,0.015124072446123472,0.01689631751793759
121,ABBV,02/17/2023,29,0.5192430019378662,0.019330937144990706,0.02388312011877014
122,ABBV,06/16/2023,31,0.5180008411407471,0.02295132982820852,0.02596907682987989
123,ABBV,06/21/2024,30,0.583946943283081,0.023967727073824087,0.029482545297501207
124,ABBV,08/26/2022,59,0.36931753158569336,-0.10180408430567964,0.12274118641019688
125,ABBV,09/02/2022,53,0.513883113861084,-0.1913772861952004,-0.17348943786208945
126,ABBV,09/09/2022,51,0.6023318767547607,0.022642278596309788,-0.022902321280835268
127,ABBV,09/16/2022,49,0.5087625980377197,0.08342977615705655,0.04804785400981722
128,ABBV,09/23/2022,29,0.3046259880065918,0.12882323997548153,0.040773015343205425
129,ABBV,09/30/2022,29,0.2651784420013428,-0.10045754999434299,-0.09284961213633029
130,ABBV,10/21/2022,27,0.49375224113464355,-0.07719302210851935,-0.06430560915441588
131,ABBV,11/18/2022,29,0.41077518463134766,-0.07257966811163077,-0.05112176242082141
132,ABC,01/20/2023,39,0.5263051986694336,-0.01186499226679889,-0.017996733919962305
133,ABC,02/17/2023,29,0.4198284149169922,0.02218356629952354,0.009703764550353952
134,ABC,06/16/2023,31,0.3518970012664795,-0.0030815201652491294,-0.012645885064747184
135,ABC,08/26/2022,61,0.38878631591796875,0.30209303147387534,-0.3295858118110069
136,ABC,09/02/2022,61,0.4121122360229492,-0.059891770667614225,-0.1432880326124991
137,ABC,09/09/2022,53,0.5769636631011963,0.09677616492667716,0.015209494395446695
138,ABC,09/16/2022,44,0.39022016525268555,-0.044066291415098005,-0.06838364368966048
139,ABC,09/23/2022,51,0.5413172245025635,0.027119881469340405,-0.019822296533689387
140,ABC,09/30/2022,35,0.2679009437561035,-0.03650064930014457,-0.07831882784590444
141,ABC,10/21/2022,28,0.23049283027648926,0.006368118657178377,-0.024435931206661845
142,ABC,11/18/2022,31,0.28119349479675293,-0.03569499195324106,-0.044857044633909965
143,ABCB,01/20/2023,10,0.12800931930541992,0.052748035831895426,0.03524836222879466
144,ABCB,04/21/2023,11,0.11424636840820312,0.06356293539166273,0.033038884474917624
145,ABCB,09/16/2022,9,0.07730817794799805,0.2960537611513856,0.32856145149592725
146,ABCB,10/21/2022,11,0.07311367988586426,0.006203364098962494,0.09819498716898993
147,ABCL,01/19/2024,11,0.14602422714233398,0.2566590203277839,0.02807616462422598
148,ABCL,01/20/2023,21,0.19875073432922363,0.030822596128083166,0.03227090419151606
149,ABCL,04/21/2023,21,0.19919252395629883,0.10682649902319653,0.058895619246227646
150,ABCL,09/16/2022,20,0.12308573722839355,0.003793929651242603,0.07173854036786119
151,ABCL,10/21/2022,19,0.16124606132507324,-0.1094361312849767,0.005314341632252705
152,ABEV,01/19/2024,11,0.053627967834472656,0.024672606991655268,-0.012385400925690558
153,ABEV,01/20/2023,12,0.07964754104614258,-0.06123508444405656,0.03420406355308605
154,ABEV,04/21/2023,3,0.025831937789916992,0.014747582690199374,-0.009013844720294721
155,ABEV,09/16/2022,10,0.05468630790710449,-0.21927805876015644,0.40097958177393567
156,ABEV,10/21/2022,11,0.04665350914001465,-0.0596367388327544,0.15529809924689286
157,ABEV,11/18/2022,10,0.06297516822814941,-0.025661455487942422,0.16858110655715655
158,ABG,01/20/2023,33,0.4095337390899658,-0.016666372355193016,-0.027331096325935056
159,ABG,02/17/2023,33,0.4068777561187744,-0.007919943600657418,-0.01920324551232787
160,ABG,04/21/2023,31,0.416900634765625,0.017375295734575223,-0.006826940180436306
161,ABG,09/16/2022,29,0.25792884826660156,-0.05857318822772298,-0.06818565103646013
162,ABG,10/21/2022,33,0.33278894424438477,-0.07542676152189776,-0.07368484367691844
163,ABG,12/16/2022,40,0.3312563896179199,-0.030607176199473132,-0.03670069628676507
164,ABIO,03/17/2023,2,0.037015438079833984,0.5478776877498324,0.4711469747823106
165,ABIO,09/16/2022,2,0.013277292251586914,-0.21884540440063097,0.26446909764462434
166,ABIO,10/21/2022,2,0.013187170028686523,-0.4002902364721463,1.0
167,ABIO,12/16/2022,2,0.014639854431152344,-0.06612913286540667,0.11532580956969687
168,ABM,01/20/2023,11,0.1258833408355713,0.026972024084513404,0.01708537678032543
169,ABM,04/21/2023,10,0.12060737609863281,0.013086272860144948,0.00826875569240105
170,ABM,09/16/2022,10,0.07542991638183594,-0.24817186958310086,-0.13959241609134584
171,ABM,10/21/2022,11,0.0932314395904541,0.11311609976221146,0.07954310343536097
172,ABMD,03/17/2023,40,0.6606435775756836,-0.014679768305363773,-0.030476682514196836
173,ABMD,09/16/2022,46,0.40906310081481934,0.19461674999919298,0.08207687902276324
174,ABMD,10/21/2022,38,0.2695963382720947,0.029534615844606336,-0.0043292728538227195
175,ABMD,12/16/2022,49,0.4330415725708008,0.0038704064849969604,-0.024218867043802016
176,ABNB,01/19/2024,39,0.6289820671081543,0.02571380690948775,-0.00027111292060363326
177,ABNB,01/20/2023,39,0.34479212760925293,0.02216284674288596,-0.000613733344416175
178,ABNB,03/17/2023,25,0.38744688034057617,0.02594702810656179,-0.00048572925714080817
179,ABNB,04/21/2023,25,0.39905881881713867,0.026112631560596445,-0.00023119987485235616
180,ABNB,06/16/2023,37,0.5811243057250977,0.025529603538144485,-0.0005792531373321074
181,ABNB,08/26/2022,75,0.48162174224853516,0.19812260706536866,-0.13514829974592518
182,ABNB,09/02/2022,67,0.5023412704467773,-0.0034089912682962603,-0.048565220756313546
183,ABNB,09/09/2022,58,0.5830926895141602,0.017157604777475986,-0.02535242191616836
184,ABNB,09/16/2022,57,0.494412899017334,0.02942476652621234,0.002905370826794597
185,ABNB,09/23/2022,51,0.5441551208496094,-0.0013231133874186066,-0.023706531728388977
186,ABNB,09/30/2022,40,0.45518064498901367,0.00990175434394884,-0.014839978398621952
187,ABNB,10/21/2022,37,0.480654239654541,-0.0036128957983424443,-0.020161019854093368
188,ABNB,11/18/2022,27,0.3997766971588135,0.022788001598996396,-0.002081930326364991
189,ABNB,12/16/2022,39,0.5107803344726562,0.009681973431092599,-0.009914641927954415
190,ABOS,01/20/2023,5,0.05489850044250488,-0.5406466967977629,-0.16475841989295423
191,ABOS,04/21/2023,4,0.023624181747436523,0.02082061439116317,-0.0020920377429564183
192,ABOS,09/16/2022,4,0.023869037628173828,-0.1214363249409922,0.39293392756657597
193,ABOS,10/21/2022,5,0.032378435134887695,-0.16041719464234747,0.39766374076163225
194,ABR,01/19/2024,12,0.17360997200012207,0.02354890713238198,0.07375362464586346
195,ABR,01/20/2023,11,0.1205451488494873,-0.009749653869464811,0.06070671245354226
196,ABR,04/21/2023,11,0.1607832908630371,0.0261461028041124,0.05531170170302493
197,ABR,09/16/2022,10,0.08568143844604492,-0.13342227162012366,0.00023219874154966139
198,ABR,10/21/2022,11,0.08650445938110352,-0.032457764688414374,0.015885959605243284
199,ABSI,02/17/2023,4,0.043975830078125,0.18437673208579258,0.15388471232561232
200,ABSI,09/16/2022,4,0.03429222106933594,-0.21360875218636508,0.46448232821542335
201,ABSI,10/21/2022,3,0.0198516845703125,0.011428365292210153,0.021737334003670672
202,ABSI,11/18/2022,4,0.048200130462646484,0.9999999999999998,0.5341929229185475
203,ABST,01/20/2023,7,0.06632781028747559,0.11477104289802444,0.037071745450915274
204,ABST,04/21/2023,8,0.0896005630493164,0.0060430339710066325,0.040890765015715626
205,ABST,09/16/2022,7,0.031122684478759766,-0.03300746688837068,0.11168177278267481
206,ABST,10/21/2022,7,0.048862457275390625,-0.17045552217496834,0.0712562098059297
207,ABT,01/19/2024,31,0.5202233791351318,0.02466618902359271,0.013419553895705602
208,ABT,01/20/2023,32,0.566692590713501,0.012996653380069566,0.0030261941943884483
209,ABT,02/17/2023,22,0.3939681053161621,0.01843264995318548,0.00807139012938502
210,ABT,06/16/2023,26,0.3795027732849121,0.023136051138787,0.011515601979391154
211,ABT,08/26/2022,49,0.6417465209960938,1.0,0.5787143245596562
212,ABT,09/02/2022,48,0.2571425437927246,0.03445282466589472,-0.014747780271321148
213,ABT,09/09/2022,44,0.40090489387512207,-0.04825266552888737,-0.07611388512098563
214,ABT,09/16/2022,43,0.3063983917236328,0.016923055649034388,-0.005039986136452018
215,ABT,09/23/2022,43,0.3938562870025635,0.00488258468533561,-0.023173803055131236
216,ABT,09/30/2022,33,0.3078620433807373,-0.07653695175804398,-0.09364195258838329
217,ABT,10/21/2022,23,0.2926907539367676,-0.042100590861189266,-0.04524252351659351
218,ABT,11/18/2022,26,0.3283884525299072,-0.024034136562791315,-0.026114972964860598
219,ABTX,02/17/2023,5,0.06482315063476562,0.06823494043592632,0.05183993255914333
220,ABTX,09/16/2022,5,0.05863809585571289,0.2306689800925985,0.28353020368722404
221,ABTX,10/21/2022,5,0.0581667423248291,0.14269711031446758,0.29842215001079625
222,ABTX,11/18/2022,10,0.07903742790222168,0.09164550012306119,0.06440079305915665
223,ABUS,01/19/2024,11,0.11609411239624023,-0.10668233278797137,-0.32567249090824585
224,ABUS,01/20/2023,11,0.08831286430358887,0.3329129446517709,0.13315758740080155
225,ABUS,03/17/2023,2,0.017621517181396484,-0.044130566753776135,0.11730022179453961
226,ABUS,09/16/2022,11,0.040784597396850586,0.05735190071165562,-0.06435164716094732
227,ABUS,10/21/2022,2,0.016309499740600586,-0.016050633459755874,0.051424130304587444
228,ABUS,12/16/2022,11,0.04694771766662598,-0.0015416973167318992,0.04191549154620494
229,ACA,02/17/2023,13,0.09737253189086914,0.017237584026735957,-0.0034448267377262722
230,ACA,09/16/2022,11,0.11484265327453613,-0.050309798182708684,0.0005154962423143169
231,ACA,10/21/2022,13,0.0924980640411377,0.1602470806786939,0.13696703950344577
232,ACA,11/18/2022,13,0.2704036235809326,0.0355409789014111,0.02524140831722965
233,ACAD,01/19/2024,16,0.2354581356048584,0.12002040078549965,0.03053337943004604
234,ACAD,01/20/2023,23,0.15531229972839355,0.044918081909056856,-0.013272132950375382
235,ACAD,03/17/2023,27,0.23047709465026855,0.09601374227146334,0.04281417956750365
236,ACAD,08/26/2022,47,0.08568739891052246,0.02,0.0
237,ACAD,09/02/2022,43,0.2814464569091797,-0.08079646002466573,0.28486441542282537
238,ACAD,09/09/2022,37,0.5667784214019775,1.0,0.3465461854600386
239,ACAD,09/16/2022,46,0.44579553604125977,-0.5200679498403395,-0.76137959965487
240,ACAD,09/23/2022,25,0.3019115924835205,0.7154137728171186,0.4747684767437779
241,ACAD,09/30/2022,21,0.20245647430419922,0.86124853636141,0.5268851571403728
242,ACAD,10/21/2022,29,0.1788487434387207,0.0041000217458849846,0.02840275952868502
243,ACAD,12/16/2022,30,0.30942583084106445,0.008226654874773705,0.025729288962662848
244,ACB,01/19/2024,6,0.08357763290405273,-0.020361431260488005,-0.00879255296527206
245,ACB,01/20/2023,6,0.07227420806884766,0.46389849585601206,0.27839590028470973
246,ACB,03/17/2023,6,0.04566192626953125,-0.011715566259691832,0.005511565634017073
247,ACB,08/26/2022,7,0.013797998428344727,0.02,0.0
248,ACB,09/02/2022,7,0.05348038673400879,-0.4569090060279498,0.9999999999999998
249,ACB,09/09/2022,7,0.05312967300415039,-0.14551670270452077,0.2795538804924719
250,ACB,09/16/2022,6,0.02331066131591797,-0.034749011760577556,0.08101229090243578
251,ACB,09/23/2022,7,0.05304360389709473,-0.1968173969175111,0.500758002960805
252,ACB,09/30/2022,6,0.045818328857421875,-0.09886166491197415,0.2968395450103018
253,ACB,10/21/2022,7,0.02196025848388672,0.009372846418697216,0.013864147862546217
254,ACB,12/16/2022,6,0.05506610870361328,-0.13489642185368828,-0.048416931203147356
255,ACCD,01/20/2023,10,0.05241537094116211,0.019395396920618802,0.0011023686210115645
256,ACCD,04/21/2023,10,0.14162325859069824,-0.007501413634773702,-0.02134486615022605
257,ACCD,09/16/2022,8,0.0660562515258789,0.3599910179753959,0.1887112990960212
258,ACCD,10/21/2022,10,0.04907679557800293,0.029584167691071615,-0.020962165157558565
259,ACCD,12/16/2022,10,0.08283829689025879,0.020404860897162768,-0.001678948581235121
260,ACCO,03/17/2023,5,0.055832862854003906,0.000939930450263804,0.07763431985999514
261,ACCO,09/16/2022,6,0.1551525592803955,-0.9999999999999998,-0.05745143994017696
262,ACCO,10/21/2022,5,0.0313105583190918,0.02,0.0
263,ACCO,12/16/2022,6,0.09128761291503906,-0.11307416627132252,-0.0536111246785258
264,ACEL,01/20/2023,8,0.07649421691894531,-0.08630495734821277,0.11350025470430601
265,ACEL,04/21/2023,8,0.08985757827758789,-0.21218817681889449,-0.017347833225836946
266,ACEL,09/16/2022,8,0.08684706687927246,0.6846166862817009,0.5983367626124139
267,ACEL,10/21/2022,9,0.11257433891296387,-1.0,-0.26681888441439044
268,ACER,01/20/2023,1,0.01601243019104004,-0.34716028288545697,0.9721647769583015
269,ACER,04/21/2023,1,0.010671854019165039,0.9999999999999967,-0.9999999999999953
270,ACER,09/16/2022,1,0.003314971923828125,0.02,0.0
271,ACER,10/21/2022,1,0.015814542770385742,-1.0,1.0
272,ACES,03/17/2023,25,0.44667720794677734,-0.030472072300997122,-0.02010196261228314
273,ACES,09/16/2022,29,0.31974029541015625,0.11029400602655091,0.14375958797096783
274,ACES,10/21/2022,11,0.16591286659240723,0.11446538474416418,0.13889996083912096
275,ACES,12/16/2022,29,0.3065042495727539,0.03126572149499855,0.03155937776824592
276,ACET,01/20/2023,12,0.1543896198272705,-0.03418789510254312,0.02945868289942865
277,ACET,04/21/2023,11,0.10917282104492188,0.060421240976181206,0.02194378965101378
278,ACET,09/16/2022,12,0.15519165992736816,-1.0,0.5708558179506928
279,ACET,10/21/2022,12,0.06604933738708496,-0.04790142774833535,0.07649555664112527
280,ACEV,02/17/2023,8,0.0897824764251709,0.0956796127540569,0.1667404626089218
281,ACEV,09/16/2022,8,0.046471357345581055,-0.0007277508980259723,0.06388393378489371
282,ACEV,10/21/2022,8,0.026575326919555664,0.03865230790395052,-0.00278117076672581
283,ACEV,11/18/2022,8,0.07588768005371094,-0.27421456092578395,0.04650217049777468
284,ACGL,03/17/2023,10,0.1668689250946045,0.0391620636286235,0.01828896105294906
285,ACGL,09/16/2022,11,0.12853574752807617,-0.46660538985531674,-0.4874287240496228
286,ACGL,10/21/2022,10,0.08725309371948242,0.29700665387830666,0.40912318182949176
287,ACGL,12/16/2022,10,0.0941770076751709,0.022748656457750375,0.014387186683103716
288,ACH,02/17/2023,18,0.15279507637023926,0.42392018444084445,0.1315226880749952
289,ACH,09/16/2022,17,0.07265782356262207,-0.026000601762266432,0.11345785286946024
290,ACH,10/21/2022,5,0.01626420021057129,0.022893829950270044,-0.008932301034021685
291,ACH,11/18/2022,19,0.27849817276000977,-1.0,-0.278071682201585
292,ACHC,03/17/2023,17,0.1969616413116455,0.04499052096304026,0.013566102523896381
293,ACHC,09/16/2022,16,0.1933588981628418,0.37576517785109315,0.3111259423843938
294,ACHC,10/21/2022,16,0.17426347732543945,0.1442758254745219,0.09404700993186152
295,ACHC,12/16/2022,17,0.2056598663330078,0.07890860011906164,0.044234280661045566
296,ACHR,01/19/2024,3,0.052269697189331055,0.03480039684484704,0.027962193868266098
297,ACHR,01/20/2023,3,0.03244662284851074,0.04680839726205025,0.03342252602382853
298,ACHR,04/21/2023,3,0.040238142013549805,0.02804490772253409,0.012710462897307078
299,ACHR,09/16/2022,3,0.022611141204833984,-0.004866588780776736,0.052027984181741205
300,ACHR,10/21/2022,3,0.02009415626525879,0.00652470186264051,0.021414098722192534
301,ACHV,03/17/2023,4,0.051445722579956055,0.00875227800426845,0.024972723285292292
302,ACHV,09/16/2022,4,0.024482011795043945,-0.5511781887772711,0.9999999999999999
303,ACHV,10/21/2022,4,0.013512134552001953,0.02420312085897332,0.014475899653714739
304,ACHV,12/16/2022,4,0.034203529357910156,0.12902876519701795,0.07399313156674735
305,ACI,01/19/2024,15,0.1987621784210205,0.023584699002456855,0.006549563947563759
306,ACI,01/20/2023,33,0.3709676265716553,0.022997838696442636,0.005871859391785434
307,ACI,04/21/2023,28,0.13369083404541016,0.019846677154309544,0.00015031651538280146
308,ACI,06/16/2023,15,0.23202776908874512,0.02830483705701037,0.013370796351460101
309,ACI,09/16/2022,32,0.16017508506774902,0.023847623573936553,-0.004916604559555724
310,ACI,10/21/2022,31,0.1788492202758789,0.018283829005244154,0.0016825205830939692
311,ACIU,02/17/2023,3,0.030001163482666016,0.022420682290516934,0.04399746853462228
312,ACIU,09/16/2022,3,0.020616531372070312,-0.43194515670357464,0.630680917209175
313,ACIU,10/21/2022,3,0.014479398727416992,-0.026061254365182956,0.06516998364298059
314,ACIU,11/18/2022,3,0.04650378227233887,-0.05489800115475066,0.12318182619490127
315,ACIU,12/16/2022,3,0.08311247825622559,0.47671068489042023,0.37313387284893734
316,ACIW,02/17/2023,9,0.11058402061462402,0.09031617022189832,0.053545077249263225
317,ACIW,03/17/2023,9,0.07784748077392578,0.106014509968344,0.055281390751764435
318,ACIW,06/16/2023,9,0.11157441139221191,-0.0069928069699161325,-0.00894778972712854
319,ACIW,09/16/2022,11,0.12020659446716309,-0.8061447892892389,-0.4376753261694929
320,ACIW,10/21/2022,11,0.09778308868408203,-0.23362734275352437,-0.0698544009299876
321,ACIW,11/18/2022,11,0.13239216804504395,-0.135844059989142,-0.07521504018213793
322,ACIW,12/16/2022,11,0.10329103469848633,0.012854510642596944,0.007005381722944172
323,ACLS,03/17/2023,18,0.3461165428161621,0.0031736105047322637,-0.016987144824525697
