,ticker,Expiration,RiskFreeRate,YieldRate
100,AAWW,02/17/2023,-0.00238123911390342,-0.026457568334357567
101,AAWW,09/16/2022,0.06154374838075116,-0.0674035209593713
102,AAWW,10/21/2022,-0.39052170543687337,-0.1931690220735372
103,AAWW,11/17/2023,0.008652328924426664,-0.013415066418855712
104,AAWW,11/18/2022,0.005354507873693123,-0.030572965314232578
105,AAXJ,03/17/2023,0.023424558795912077,0.017710727044125425
106,AAXJ,09/16/2022,-0.023062131525699314,0.042217776005587564
107,AAXJ,10/21/2022,0.6220772821673669,0.5464813600044769
108,AAXJ,12/16/2022,0.05151716329020009,0.038470480961905515
109,AB,01/20/2023,0.014849017377995263,0.04580513885587846
110,AB,04/21/2023,0.012379811662706974,0.04244814449774351
111,AB,09/16/2022,0.11684510587293302,0.09739531893395899
112,AB,10/21/2022,-0.020411408074512735,-0.007613310207219828
113,AB,11/17/2023,0.012627026390415678,0.05042379841789865
114,ABB,01/20/2023,-0.03757425615330838,-0.0453762982186467
115,ABB,03/17/2023,0.007115133988826982,-0.014089195888444034
116,ABB,09/16/2022,0.03464291014417027,-0.018710831488980343
117,ABB,10/21/2022,0.0259072279895846,-0.00786164754780253
118,ABB,12/16/2022,0.023169299141404864,-0.0009049834042647424
119,ABBV,01/19/2024,0.025639327567987865,0.029189454902208072
120,ABBV,01/20/2023,0.015124072446123472,0.01689631751793759
121,ABBV,02/17/2023,0.019330937144990706,0.02388312011877014
122,ABBV,06/16/2023,0.02295132982820852,0.02596907682987989
123,ABBV,06/21/2024,0.023967727073824087,0.029482545297501207
124,ABBV,08/26/2022,-0.10180408430567964,0.12274118641019688
125,ABBV,09/02/2022,-0.1913772861952004,-0.17348943786208945
126,ABBV,09/09/2022,0.022642278596309788,-0.022902321280835268
127,ABBV,09/16/2022,0.08342977615705655,0.04804785400981722
128,ABBV,09/23/2022,0.12882323997548153,0.040773015343205425
129,ABBV,09/30/2022,-0.10045754999434299,-0.09284961213633029
130,ABBV,10/21/2022,-0.07719302210851935,-0.06430560915441588
131,ABBV,11/18/2022,-0.07257966811163077,-0.05112176242082141
132,ABC,01/20/2023,-0.01186499226679889,-0.017996733919962305
133,ABC,02/17/2023,0.02218356629952354,0.009703764550353952
134,ABC,06/16/2023,-0.0030815201652491294,-0.012645885064747184
135,ABC,08/26/2022,0.30209303147387534,-0.3295858118110069
136,ABC,09/02/2022,-0.059891770667614225,-0.1432880326124991
137,ABC,09/09/2022,0.09677616492667716,0.015209494395446695
138,ABC,09/16/2022,-0.044066291415098005,-0.06838364368966048
139,ABC,09/23/2022,0.027119881469340405,-0.019822296533689387
140,ABC,09/30/2022,-0.03650064930014457,-0.07831882784590444
141,ABC,10/21/2022,0.006368118657178377,-0.024435931206661845
142,ABC,11/18/2022,-0.03569499195324106,-0.044857044633909965
143,ABCB,01/20/2023,0.052748035831895426,0.03524836222879466
144,ABCB,04/21/2023,0.06356293539166273,0.033038884474917624
145,ABCB,09/16/2022,0.2960537611513856,0.32856145149592725
146,ABCB,10/21/2022,0.006203364098962494,0.09819498716898993
147,ABCL,01/19/2024,0.2566590203277839,0.02807616462422598
148,ABCL,01/20/2023,0.030822596128083166,0.03227090419151606
149,ABCL,04/21/2023,0.10682649902319653,0.058895619246227646
150,ABCL,09/16/2022,0.003793929651242603,0.07173854036786119
151,ABCL,10/21/2022,-0.1094361312849767,0.005314341632252705
152,ABEV,01/19/2024,0.024672606991655268,-0.012385400925690558
153,ABEV,01/20/2023,-0.06123508444405656,0.03420406355308605
154,ABEV,04/21/2023,0.014747582690199374,-0.009013844720294721
155,ABEV,09/16/2022,-0.21927805876015644,0.40097958177393567
156,ABEV,10/21/2022,-0.0596367388327544,0.15529809924689286
157,ABEV,11/18/2022,-0.025661455487942422,0.16858110655715655
158,ABG,01/20/2023,-0.016666372355193016,-0.027331096325935056
159,ABG,02/17/2023,-0.007919943600657418,-0.01920324551232787
160,ABG,04/21/2023,0.017375295734575223,-0.006826940180436306
161,ABG,09/16/2022,-0.05857318822772298,-0.06818565103646013
162,ABG,10/21/2022,-0.07542676152189776,-0.07368484367691844
163,ABG,12/16/2022,-0.030607176199473132,-0.03670069628676507
164,ABIO,03/17/2023,0.5478776877498324,0.4711469747823106
165,ABIO,09/16/2022,-0.21884540440063097,0.26446909764462434
166,ABIO,10/21/2022,-0.4002902364721463,1.0
167,ABIO,12/16/2022,-0.06612913286540667,0.11532580956969687
168,ABM,01/20/2023,0.026972024084513404,0.01708537678032543
169,ABM,04/21/2023,0.013086272860144948,0.00826875569240105
170,ABM,09/16/2022,-0.24817186958310086,-0.13959241609134584
171,ABM,10/21/2022,0.11311609976221146,0.07954310343536097
172,ABMD,03/17/2023,-0.014679768305363773,-0.030476682514196836
173,ABMD,09/16/2022,0.19461674999919298,0.08207687902276324
174,ABMD,10/21/2022,0.029534615844606336,-0.0043292728538227195
175,ABMD,12/16/2022,0.0038704064849969604,-0.024218867043802016
176,ABNB,01/19/2024,0.02571380690948775,-0.00027111292060363326
177,ABNB,01/20/2023,0.02216284674288596,-0.000613733344416175
178,ABNB,03/17/2023,0.02594702810656179,-0.00048572925714080817
179,ABNB,04/21/2023,0.026112631560596445,-0.00023119987485235616
180,ABNB,06/16/2023,0.025529603538144485,-0.0005792531373321074
181,ABNB,08/26/2022,0.19812260706536866,-0.13514829974592518
182,ABNB,09/02/2022,-0.0034089912682962603,-0.048565220756313546
183,ABNB,09/09/2022,0.017157604777475986,-0.02535242191616836
184,ABNB,09/16/2022,0.02942476652621234,0.002905370826794597
185,ABNB,09/23/2022,-0.0013231133874186066,-0.023706531728388977
186,ABNB,09/30/2022,0.00990175434394884,-0.014839978398621952
187,ABNB,10/21/2022,-0.0036128957983424443,-0.020161019854093368
188,ABNB,11/18/2022,0.022788001598996396,-0.002081930326364991
189,ABNB,12/16/2022,0.009681973431092599,-0.009914641927954415
190,ABOS,01/20/2023,-0.5406466967977629,-0.16475841989295423
191,ABOS,04/21/2023,0.02082061439116317,-0.0020920377429564183
192,ABOS,09/16/2022,-0.1214363249409922,0.39293392756657597
193,ABOS,10/21/2022,-0.16041719464234747,0.39766374076163225
194,ABR,01/19/2024,0.02354890713238198,0.07375362464586346
195,ABR,01/20/2023,-0.009749653869464811,0.06070671245354226
196,ABR,04/21/2023,0.0261461028041124,0.05531170170302493
197,ABR,09/16/2022,-0.13342227162012366,0.00023219874154966139
198,ABR,10/21/2022,-0.032457764688414374,0.015885959605243284
199,ABSI,02/17/2023,0.18437673208579258,0.15388471232561232
200,ABSI,09/16/2022,-0.21360875218636508,0.46448232821542335
201,ABSI,10/21/2022,0.011428365292210153,0.021737334003670672
202,ABSI,11/18/2022,0.9999999999999998,0.5341929229185475
203,ABST,01/20/2023,0.11477104289802444,0.037071745450915274
204,ABST,04/21/2023,0.0060430339710066325,0.040890765015715626
205,ABST,09/16/2022,-0.03300746688837068,0.11168177278267481
206,ABST,10/21/2022,-0.17045552217496834,0.0712562098059297
207,ABT,01/19/2024,0.02466618902359271,0.013419553895705602
208,ABT,01/20/2023,0.012996653380069566,0.0030261941943884483
209,ABT,02/17/2023,0.01843264995318548,0.00807139012938502
210,ABT,06/16/2023,0.023136051138787,0.011515601979391154
211,ABT,08/26/2022,1.0,0.5787143245596562
212,ABT,09/02/2022,0.03445282466589472,-0.014747780271321148
213,ABT,09/09/2022,-0.04825266552888737,-0.07611388512098563
214,ABT,09/16/2022,0.016923055649034388,-0.005039986136452018
215,ABT,09/23/2022,0.00488258468533561,-0.023173803055131236
216,ABT,09/30/2022,-0.07653695175804398,-0.09364195258838329
217,ABT,10/21/2022,-0.042100590861189266,-0.04524252351659351
218,ABT,11/18/2022,-0.024034136562791315,-0.026114972964860598
219,ABTX,02/17/2023,0.06823494043592632,0.05183993255914333
220,ABTX,09/16/2022,0.2306689800925985,0.28353020368722404
221,ABTX,10/21/2022,0.14269711031446758,0.29842215001079625
222,ABTX,11/18/2022,0.09164550012306119,0.06440079305915665
223,ABUS,01/19/2024,-0.10668233278797137,-0.32567249090824585
224,ABUS,01/20/2023,0.3329129446517709,0.13315758740080155
225,ABUS,03/17/2023,-0.044130566753776135,0.11730022179453961
226,ABUS,09/16/2022,0.05735190071165562,-0.06435164716094732
227,ABUS,10/21/2022,-0.016050633459755874,0.051424130304587444
228,ABUS,12/16/2022,-0.0015416973167318992,0.04191549154620494
229,ACA,02/17/2023,0.017237584026735957,-0.0034448267377262722
230,ACA,09/16/2022,-0.050309798182708684,0.0005154962423143169
231,ACA,10/21/2022,0.1602470806786939,0.13696703950344577
232,ACA,11/18/2022,0.0355409789014111,0.02524140831722965
233,ACAD,01/19/2024,0.12002040078549965,0.03053337943004604
234,ACAD,01/20/2023,0.044918081909056856,-0.013272132950375382
235,ACAD,03/17/2023,0.09601374227146334,0.04281417956750365
236,ACAD,08/26/2022,0.02,0.0
237,ACAD,09/02/2022,-0.08079646002466573,0.28486441542282537
238,ACAD,09/09/2022,1.0,0.3465461854600386
239,ACAD,09/16/2022,-0.5200679498403395,-0.76137959965487
240,ACAD,09/23/2022,0.7154137728171186,0.4747684767437779
241,ACAD,09/30/2022,0.86124853636141,0.5268851571403728
242,ACAD,10/21/2022,0.0041000217458849846,0.02840275952868502
243,ACAD,12/16/2022,0.008226654874773705,0.025729288962662848
244,ACB,01/19/2024,-0.020361431260488005,-0.00879255296527206
245,ACB,01/20/2023,0.46389849585601206,0.27839590028470973
246,ACB,03/17/2023,-0.011715566259691832,0.005511565634017073
247,ACB,08/26/2022,0.02,0.0
248,ACB,09/02/2022,-0.4569090060279498,0.9999999999999998
249,ACB,09/09/2022,-0.14551670270452077,0.2795538804924719
250,ACB,09/16/2022,-0.034749011760577556,0.08101229090243578
251,ACB,09/23/2022,-0.1968173969175111,0.500758002960805
252,ACB,09/30/2022,-0.09886166491197415,0.2968395450103018
253,ACB,10/21/2022,0.009372846418697216,0.013864147862546217
254,ACB,12/16/2022,-0.13489642185368828,-0.048416931203147356
255,ACCD,01/20/2023,0.019395396920618802,0.0011023686210115645
256,ACCD,04/21/2023,-0.007501413634773702,-0.02134486615022605
257,ACCD,09/16/2022,0.3599910179753959,0.1887112990960212
258,ACCD,10/21/2022,0.029584167691071615,-0.020962165157558565
259,ACCD,12/16/2022,0.020404860897162768,-0.001678948581235121
260,ACCO,03/17/2023,0.000939930450263804,0.07763431985999514
261,ACCO,09/16/2022,-0.9999999999999998,-0.05745143994017696
262,ACCO,10/21/2022,0.02,0.0
263,ACCO,12/16/2022,-0.11307416627132252,-0.0536111246785258
264,ACEL,01/20/2023,-0.08630495734821277,0.11350025470430601
265,ACEL,04/21/2023,-0.21218817681889449,-0.017347833225836946
266,ACEL,09/16/2022,0.6846166862817009,0.5983367626124139
267,ACEL,10/21/2022,-1.0,-0.26681888441439044
268,ACER,01/20/2023,-0.34716028288545697,0.9721647769583015
269,ACER,04/21/2023,0.9999999999999967,-0.9999999999999953
270,ACER,09/16/2022,0.02,0.0
271,ACER,10/21/2022,-1.0,1.0
272,ACES,03/17/2023,-0.030472072300997122,-0.02010196261228314
273,ACES,09/16/2022,0.11029400602655091,0.14375958797096783
274,ACES,10/21/2022,0.11446538474416418,0.13889996083912096
275,ACES,12/16/2022,0.03126572149499855,0.03155937776824592
276,ACET,01/20/2023,-0.03418789510254312,0.02945868289942865
277,ACET,04/21/2023,0.060421240976181206,0.02194378965101378
278,ACET,09/16/2022,-1.0,0.5708558179506928
279,ACET,10/21/2022,-0.04790142774833535,0.07649555664112527
280,ACEV,02/17/2023,0.0956796127540569,0.1667404626089218
281,ACEV,09/16/2022,-0.0007277508980259723,0.06388393378489371
282,ACEV,10/21/2022,0.03865230790395052,-0.00278117076672581
283,ACEV,11/18/2022,-0.27421456092578395,0.04650217049777468
284,ACGL,03/17/2023,0.0391620636286235,0.01828896105294906
285,ACGL,09/16/2022,-0.46660538985531674,-0.4874287240496228
286,ACGL,10/21/2022,0.29700665387830666,0.40912318182949176
287,ACGL,12/16/2022,0.022748656457750375,0.014387186683103716
288,ACH,02/17/2023,0.42392018444084445,0.1315226880749952
289,ACH,09/16/2022,-0.026000601762266432,0.11345785286946024
290,ACH,10/21/2022,0.022893829950270044,-0.008932301034021685
291,ACH,11/18/2022,-1.0,-0.278071682201585
292,ACHC,03/17/2023,0.04499052096304026,0.013566102523896381
293,ACHC,09/16/2022,0.37576517785109315,0.3111259423843938
294,ACHC,10/21/2022,0.1442758254745219,0.09404700993186152
295,ACHC,12/16/2022,0.07890860011906164,0.044234280661045566
296,ACHR,01/19/2024,0.03480039684484704,0.027962193868266098
297,ACHR,01/20/2023,0.04680839726205025,0.03342252602382853
298,ACHR,04/21/2023,0.02804490772253409,0.012710462897307078
299,ACHR,09/16/2022,-0.004866588780776736,0.052027984181741205
300,ACHR,10/21/2022,0.00652470186264051,0.021414098722192534
301,ACHV,03/17/2023,0.00875227800426845,0.024972723285292292
302,ACHV,09/16/2022,-0.5511781887772711,0.9999999999999999
303,ACHV,10/21/2022,0.02420312085897332,0.014475899653714739
304,ACHV,12/16/2022,0.12902876519701795,0.07399313156674735
305,ACI,01/19/2024,0.023584699002456855,0.006549563947563759
306,ACI,01/20/2023,0.022997838696442636,0.005871859391785434
307,ACI,04/21/2023,0.019846677154309544,0.00015031651538280146
308,ACI,06/16/2023,0.02830483705701037,0.013370796351460101
309,ACI,09/16/2022,0.023847623573936553,-0.004916604559555724
310,ACI,10/21/2022,0.018283829005244154,0.0016825205830939692
311,ACIU,02/17/2023,0.022420682290516934,0.04399746853462228
312,ACIU,09/16/2022,-0.43194515670357464,0.630680917209175
313,ACIU,10/21/2022,-0.026061254365182956,0.06516998364298059
314,ACIU,11/18/2022,-0.05489800115475066,0.12318182619490127
315,ACIU,12/16/2022,0.47671068489042023,0.37313387284893734
316,ACIW,02/17/2023,0.09031617022189832,0.053545077249263225
317,ACIW,03/17/2023,0.106014509968344,0.055281390751764435
318,ACIW,06/16/2023,-0.0069928069699161325,-0.00894778972712854
319,ACIW,09/16/2022,-0.8061447892892389,-0.4376753261694929
320,ACIW,10/21/2022,-0.23362734275352437,-0.0698544009299876
321,ACIW,11/18/2022,-0.135844059989142,-0.07521504018213793
322,ACIW,12/16/2022,0.012854510642596944,0.007005381722944172
323,ACLS,03/17/2023,0.0031736105047322637,-0.016987144824525697
324,ACLS,09/16/2022,-0.34663250603544543,-0.22469285166060282
325,ACLS,10/21/2022,0.11313451456055067,0.05411448150418295
326,ACLS,12/16/2022,0.005227722333853317,-0.017964941508421376
327,ACLX,02/17/2023,0.24383962452993846,0.16734871938531237
328,ACLX,09/16/2022,0.032281028229621485,0.12690597488305091
329,ACLX,10/21/2022,1.0,0.5659147803790808
330,ACLX,11/18/2022,0.3500897355661744,0.25538651989910993
331,ACM,01/19/2024,0.020515012462021896,-0.0005255229204305061
332,ACM,01/20/2023,0.03249853101792901,0.014023259988534443
333,ACM,03/17/2023,0.04202549795713328,0.012438426852664797
334,ACM,09/15/2023,0.03230848739706221,0.0059458241253144
335,ACM,09/16/2022,0.07275175508170148,0.06519102561492061
336,ACM,10/21/2022,0.15953121287695962,0.09431084211154059
337,ACM,11/18/2022,0.09504883179145036,0.05536905924559871
338,ACM,12/15/2023,0.006210046263668491,-0.013918786231250448
339,ACM,12/16/2022,0.08558044584008134,0.04493730766582712
340,ACMR,01/19/2024,0.17648851892462272,0.018201985190389396
341,ACMR,01/20/2023,0.09966818728323115,0.055881014682544965
342,ACMR,02/17/2023,0.0027764062096185364,0.026502676963538765
343,ACMR,05/19/2023,0.1047442147425978,0.04258037693040844
344,ACMR,09/16/2022,-0.5620129954442721,-0.1617093617221793
345,ACMR,10/21/2022,-0.05053657723011007,0.11061967495047595
346,ACMR,11/18/2022,0.1187747238409792,0.03154296922538344
347,ACN,01/19/2024,0.024818824900897585,0.010993558871946335
348,ACN,01/20/2023,0.0013187571642090264,-0.007672690931985042
349,ACN,02/17/2023,0.005417846723644793,-0.0068915920975996855
350,ACN,06/16/2023,0.01163634585127707,-0.0001641308931084655
351,ACN,08/26/2022,0.2041738550940764,-0.16487699586981386
352,ACN,09/02/2022,0.03198152955477454,-0.021570370436850353
353,ACN,09/09/2022,0.05503725462002773,0.012774825106025471
354,ACN,09/16/2022,0.017158641446597928,-0.01708435407509483
355,ACN,09/23/2022,-0.001463360280852118,-0.03270689518648999
356,ACN,09/30/2022,-0.09608216267766248,-0.11043351494071224
357,ACN,10/21/2022,-0.0331231113962739,-0.04124313933541582
358,ACN,11/18/2022,-0.013953779487534476,-0.021543647898986162
359,ACNT,03/17/2023,0.37685293369777123,0.30124701036511903
360,ACNT,09/16/2022,-0.5894880286614955,0.03204416596807913
361,ACNT,10/21/2022,0.22509091121623714,0.12055835519732605
362,ACNT,12/16/2022,0.154474644359492,0.2599969381154412
363,ACOR,01/20/2023,-0.39092207254405603,0.9999999999999997
364,ACOR,04/21/2023,0.02571160551244303,-0.011699067848792785
365,ACOR,09/16/2022,0.02,0.0
366,ACOR,10/21/2022,0.02,0.0
367,ACR,02/17/2023,-0.12173428692258013,0.1022230116140436
368,ACR,09/16/2022,-0.9706762344899361,-0.169527065073818
369,ACR,10/21/2022,-0.09605023742096007,0.047143468361616696
370,ACR,11/18/2022,-0.2789398117970747,0.02034769767270876
371,ACRE,02/17/2023,-0.01594179628111088,0.07157118643992479
372,ACRE,09/16/2022,-0.2723252912872719,-0.09288374188334342
373,ACRE,10/21/2022,-0.06107799426145581,0.12438905244711229
374,ACRE,11/18/2022,0.014443359965542076,0.07234408052107169
375,ACRS,02/17/2023,0.08092116893383372,0.05372571732091828
376,ACRS,09/16/2022,-0.5819054431952881,-0.05198200446005356
377,ACRS,10/21/2022,-0.03309284749970693,0.09213556106752394
378,ACRS,11/18/2022,0.16627100473430664,0.10897972742459171
379,ACT,01/20/2023,-0.026079642079552115,0.07715477347994594
380,ACT,04/21/2023,-0.019980071139136028,0.015338491802721415
381,ACT,09/16/2022,-0.06593041257070824,0.543251669108559
382,ACT,10/21/2022,-0.2978138174106518,-0.2674686639147833
383,ACTG,02/17/2023,0.03348877226103884,0.014392564363914742
384,ACTG,09/16/2022,-0.17071749380652002,0.18835686609396382
385,ACTG,10/21/2022,0.04960325508135991,0.025581596626369663
386,ACTG,11/18/2022,0.00997428401727386,0.01862195545547973
387,ACTG,12/16/2022,0.0390596343786489,0.031077326079602993
388,ACVA,02/17/2023,0.021450938117371546,0.017985642853822932
389,ACVA,09/16/2022,-0.12726769827379641,0.302395395295567
390,ACVA,10/21/2022,-0.017033954296670702,0.07794026614745643
391,ACVA,11/18/2022,-0.00550727481560704,0.050569506329066295
392,ACWI,01/19/2024,0.04283124715074491,0.022861004517239374
393,ACWI,01/20/2023,-0.04595412933930035,-0.04748905808505015
394,ACWI,04/21/2023,0.02449116313990132,0.005045638656055951
395,ACWI,09/16/2022,0.03854490442274469,-0.004278300107010077
396,ACWI,10/21/2022,-0.030612254780504562,-0.03396577327692431
397,ACWV,01/20/2023,-0.0546685816537037,-0.05072718440106424
398,ACWV,04/21/2023,0.027478489459232622,0.012933371759084105
399,ACWV,09/16/2022,-0.011308028418755493,-0.05704930527187335
400,ACWV,10/21/2022,-0.17243627042328827,-0.12008780602192191
401,ACWX,03/17/2023,0.03336590319826782,0.02542600145922375
402,ACWX,09/16/2022,0.016495639359411667,0.003415696626707897
403,ACWX,10/21/2022,0.02618859657311898,0.07829271639953003
404,ACWX,12/16/2022,-0.3166731692353853,-0.28463055129754156
405,ACXP,01/20/2023,0.9999999999999993,0.3414298697356219
406,ACXP,04/21/2023,0.03276142963861567,0.0003467630013573816
407,ACXP,09/16/2022,0.029146107142650594,-0.026554606422499162
408,ACXP,10/21/2022,0.13060805452049193,-0.11779448651938104
409,ADAP,03/17/2023,-0.031350643196189465,0.13312980163357138
410,ADAP,09/16/2022,-0.3395963674908057,0.42561358589639736
411,ADAP,10/21/2022,-0.07862915096594716,0.33078857258875144
412,ADAP,12/16/2022,-0.09816483361346602,0.2014456898713587
413,ADBE,01/19/2024,0.025723955872262335,0.00013923325631027671
414,ADBE,01/20/2023,0.010906738018105717,-0.0112143155627217
415,ADBE,03/17/2023,0.02536298665626413,-0.0008109999524907881
416,ADBE,04/21/2023,0.023992531431535957,-0.001722080551530486
417,ADBE,06/16/2023,0.024174694223325525,-0.0013847833259203505
418,ADBE,08/26/2022,0.9999999999999999,0.6267226028966316
419,ADBE,09/02/2022,0.027853299624181604,-0.03632512053595337
420,ADBE,09/09/2022,0.019758360110728693,-0.016709880991204924
421,ADBE,09/16/2022,0.05623086131848463,0.012168320532799202
422,ADBE,09/23/2022,0.01924224308685835,-0.013192634820598025
423,ADBE,09/30/2022,0.07116829955627972,0.038168343932513185
424,ADBE,10/21/2022,0.012928530030253182,-0.011190949612381583
425,ADBE,12/16/2022,-0.005790404309801088,-0.02495888093971631
426,ADC,01/20/2023,0.0326998825226859,0.02872265517269455
427,ADC,04/21/2023,0.04180440834761172,0.03815609244373353
428,ADC,09/16/2022,-0.22767514180091292,-0.09626922576247599
429,ADC,10/21/2022,0.024346507499097794,0.041432253782662694
430,ADCT,01/20/2023,0.24886772195042509,0.14308085290774403
431,ADCT,04/21/2023,0.021023017812611455,0.0020867021265735474
432,ADCT,09/16/2022,-0.035355623193951115,0.13648125261067323
433,ADCT,10/21/2022,0.055124033689498905,-0.017979532480239868
434,ADES,03/17/2023,0.41656518484371907,0.3480105567917419
